Fid,SourcedFrom,FileTimeUtc,SourceIp,SourcePort,SourceIpAsnNr,TargetIp,TargetPort,Payload,SourceIpCountryCode,SourceIpRegion,SourceIpCity,SourceIpLatitude,SourceIpLongitude,SourceIpMetroCode,SourceIpAreaCode,HttpRequest,Label
10.42.0.211-10.42.0.1-1046-53-17,SinkHoleMessage,1.31E+17,120.140.110.204,2572,AS38322,204.95.99.130,1408,Unknown,MY,12,Klang,3.0333,101.45,0,0,,RECONNAISSANCE
174.35.73.111-10.42.0.211-80-51312-6,SinkHoleMessage,1.31E+17,60.53.248.166,51767,AS4788,204.95.99.109,102,Unknown,MY,12,Batu Caves,3.2333,101.6667,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-112.80.248.220-49901-80-6,SinkHoleMessage,1.31E+17,120.140.110.204,2571,AS38322,204.95.99.130,5552,Unknown,MY,12,Klang,3.0333,101.45,0,0,,WORMS
151.101.21.140-10.42.0.211-443-56701-6,SinkHoleMessage,1.31E+17,203.106.149.10,8019,AS4788,204.95.99.31,105,Unknown,MY,9,Penang,5.4112,100.3354,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.12.195-10.42.0.42-443-39659-6,SinkHoleMessage,1.31E+17,14.192.214.128,1683,AS9534,204.95.99.109,2233,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
202.77.129.150-10.42.0.211-80-49342-6,SinkHoleMessage,1.31E+17,203.106.136.3,50391,AS4788,204.95.99.31,288,Unknown,MY,12,Puchong,3.0167,101.6167,0,0,POST /is-ready HTTP/1.1,WORMS
175.100.207.231-10.42.0.211-80-37063-6,SinkHoleMessage,1.31E+17,113.210.132.62,43417,AS9534,204.95.99.31,105,Unknown,MY,12,Petaling Jaya,3.0833,101.65,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.151-10.42.0.1-1836-53-17,SinkHoleMessage,1.31E+17,124.13.54.232,52281,AS4788,204.95.99.109,88,Unknown,MY,12,Petaling Jaya,3.0833,101.65,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
172.217.12.170-10.42.0.151-443-59839-6,SinkHoleMessage,1.31E+17,60.54.175.222,52622,AS4788,204.95.99.109,88,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-123.125.115.164-40316-443-6,SinkHoleMessage,1.31E+17,175.138.129.16,53348,AS4788,204.95.99.109,88,Unknown,MY,1,Johor Bahru,1.4655,103.7578,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
172.217.12.195-10.42.0.42-443-48947-6,SinkHoleMessage,1.31E+17,175.140.20.229,2947,AS4788,204.95.99.109,258,Unknown,MY,12,Klang,3.0333,101.45,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.12.138-10.42.0.211-443-53859-6,SinkHoleMessage,1.31E+17,60.51.8.40,63515,AS4788,204.95.99.86,1644,Unknown,MY,7,Ipoh,4.5841,101.0829,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-10.42.0.1-15615-53-17,SinkHoleMessage,1.31E+17,203.106.151.235,1607,AS4788,204.95.99.109,88,Unknown,MY,9,Penang,5.4112,100.3354,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-123.125.29.220-34678-80-6,SinkHoleMessage,1.31E+17,210.186.54.90,4517,AS4788,204.95.99.109,95,Unknown,MY,3,Kota Bharu,6.1333,102.2386,0,0,lv||UsbV_088DECAE||ANONYMOUS-PC/Anonymous||MY||WIN_7 X64||5||avast! Antivirus||[,WORMS
162.208.22.39-10.42.0.211-443-59143-6,SinkHoleMessage,1.31E+17,180.74.208.192,49974,AS38322,204.95.99.109,7777,Unknown,MY,12,Seri Kembangan,3.0333,101.7167,0,0,POST /ready HTTP/1.1,DDOS
10.42.0.211-10.42.0.1-25533-53-17,SinkHoleMessage,1.31E+17,113.210.10.153,60999,AS9534,204.95.99.109,82,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
220.243.235.201-10.42.0.211-80-34995-6,SinkHoleMessage,1.31E+17,175.145.97.184,1057,AS4788,204.95.99.109,95,Unknown,MY,1,Johor Bahru,1.4655,103.7578,0,0,lv||UsbV_0CFC5D55||COMPUTER-6577/user||MY||WIN_XP X86||5||avast! Antivirus||,WORMS
10.42.0.211-10.42.0.1-59286-53-17,SinkHoleMessage,1.31E+17,203.121.53.35,60973,AS9930,204.95.99.109,333,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-10.42.0.1-30157-53-17,SinkHoleMessage,1.31E+17,175.141.12.173,21293,AS4788,204.95.99.109,88,Unknown,MY,9,Penang,5.4112,100.3354,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.42-64.71.142.110-45309-80-6,SinkHoleMessage,1.31E+17,103.227.140.22,56370,AS132435,204.95.99.100,4040,Unknown,MY,12,Kajang,2.9927,101.7909,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.42-103.235.46.212-52944-443-6,SinkHoleMessage,1.31E+17,180.73.135.138,51233,AS38322,204.95.99.193,999,Unknown,MY,1,Johor Bahru,1.4655,103.7578,0,0,32|,WORMS
10.42.0.211-23.23.129.231-42808-443-6,SinkHoleMessage,1.31E+17,175.144.17.248,58215,AS4788,204.95.99.109,3360,Unknown,MY,7,Tanjung Tualang,4.3167,101.0667,0,0,A,RECONNAISSANCE
10.42.0.1-10.42.0.42-53-61450-17,SinkHoleMessage,1.31E+17,175.139.64.254,50157,AS4788,204.95.99.26,14725,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,175,RECONNAISSANCE
10.42.0.211-104.192.110.245-38710-443-6,SinkHoleMessage,1.31E+17,175.138.96.116,50270,AS4788,204.95.99.26,1168,Unknown,MY,9,Bayan Lepas,5.2999,100.2605,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.211-111.202.114.77-56148-443-6,SinkHoleMessage,1.31E+17,203.158.27.34,58959,AS45960,204.95.99.109,1122,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.151-76.13.28.70-46461-443-6,SinkHoleMessage,1.31E+17,115.133.17.176,58902,AS4788,204.95.99.31,1920,Unknown,MY,1,Ulu Tiram,1.5999,103.8214,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-115.239.210.141-38603-80-6,SinkHoleMessage,1.31E+17,210.195.214.111,55619,AS4788,204.95.99.130,1881,Unknown,MY,12,Shah Alam,3.0833,101.5333,0,0,lv0njxq80Mtmrd_FA30ED510njxq80USER-PC0njxq80User0njxq800njxq80WIN_7 X86 SP00njxq800.4d0njxq80Y0njxq80--,RECONNAISSANCE
10.42.0.211-10.42.0.1-1444-53-17,SinkHoleMessage,1.31E+17,1.9.106.5,12701,AS4788,204.95.99.109,333,Unknown,MY,11,Kuching,1.55,110.3333,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.42-72.21.207.79-52379-443-6,SinkHoleMessage,1.31E+17,180.74.240.135,52942,AS38322,204.95.99.109,81,Unknown,MY,5,Seremban,2.7297,101.9381,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.211-10.42.0.1-52418-53-17,SinkHoleMessage,1.31E+17,1.9.103.196,14687,AS4788,204.95.99.109,2233,Unknown,MY,4,Melaka,2.196,102.2405,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
172.217.3.110-10.42.0.211-443-45983-6,SinkHoleMessage,1.31E+17,1.9.63.62,31542,AS4788,204.95.99.109,88,Unknown,MY,12,Puchong,3.0167,101.6167,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.211-121.12.98.64-41257-80-6,SinkHoleMessage,1.31E+17,1.9.186.158,51311,AS4788,204.95.99.109,88,Unknown,MY,2,Sungai Petani,5.647,100.4877,0,0,POST /is-ready HTTP/1.1,DDOS
10.42.0.42-123.125.29.220-57821-80-6,SinkHoleMessage,1.31E+17,210.19.38.1,34948,AS9930,204.95.99.86,85,Unknown,MY,9,Penang,5.4112,100.3354,0,0,32|,RECONNAISSANCE
10.42.0.211-23.208.168.108-49614-443-6,SinkHoleMessage,1.31E+17,112.137.166.41,47856,AS17971,204.95.99.109,2233,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
182.254.5.234-10.42.0.151-80-39056-6,SinkHoleMessage,1.31E+17,58.26.88.78,2089,AS4788,204.95.99.31,288,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-10.42.0.1-2700-53-17,SinkHoleMessage,1.31E+17,203.217.176.55,58638,AS17564,204.95.99.109,1249,Unknown,MY,17,Putrajaya,2.9431,101.6994,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.151-106.11.15.99-60603-443-6,SinkHoleMessage,1.31E+17,175.139.236.94,62495,AS4788,204.95.99.31,288,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.10.3-10.42.0.211-443-60323-6,SinkHoleMessage,1.31E+17,115.133.116.226,2027,AS4788,204.95.99.109,86,Unknown,MY,1,Johor Bahru,1.4655,103.7578,0,0,lv||UsbV_A429ABD1||PC1/user||MY||WIN_XP X86||4||No-AntiVirus||New Tab - Google Chrome,WORMS
172.217.6.227-10.42.0.211-443-55392-6,SinkHoleMessage,1.31E+17,118.100.232.108,8414,AS4788,204.95.99.109,7777,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /ready HTTP/1.1,WORMS
10.42.0.151-98.137.201.232-53131-443-6,SinkHoleMessage,1.31E+17,1.9.96.110,5081,AS4788,204.95.99.109,88,Unknown,MY,3,Kota Bharu,6.1333,102.2386,0,0,lv0njxq80TeeeeFa_3C45F0450njxq80SATOSHI0njxq80Demons Hide0njxq800njxq80WIN_7 X86 SP00njxq800.4d0njxq80Y0njxq80--,WORMS
10.42.0.211-10.42.0.1-20904-53-17,SinkHoleMessage,1.31E+17,112.137.166.42,24882,AS17971,204.95.99.86,2164,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.151-119.167.164.21-52978-80-6,SinkHoleMessage,1.31E+17,61.6.56.17,56849,AS2042,204.95.99.86,1644,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.12.174-10.42.0.151-443-46693-17,SinkHoleMessage,1.31E+17,119.40.112.64,35964,AS38868,204.95.99.109,1122,Unknown,MY,12,Selangor,3.35,101.25,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.151-13.32.250.220-50408-443-6,SinkHoleMessage,1.31E+17,202.170.60.252,62922,AS24090,204.95.99.109,88,Unknown,MY,9,Penang,5.4112,100.3354,0,0,lv0njxq80NEW_B24AAC860njxq80USER-VAIO0njxq80User0njxq800njxq80WIN_7 X86 SP00njxq800.4d0njxq80Y0njxq80--,RECONNAISSANCE
10.42.0.151-10.42.0.1-1873-53-17,SinkHoleMessage,1.31E+17,115.134.227.103,60943,AS4788,204.95.99.109,333,Unknown,MY,16,Kota Kinabalu,5.9749,116.0724,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-66.198.24.225-53463-443-6,SinkHoleMessage,1.31E+17,218.111.88.193,26403,AS4788,204.95.99.86,991,Unknown,MY,6,Kuantan,3.8077,103.326,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.211-23.23.242.24-50453-443-6,SinkHoleMessage,1.31E+17,175.137.37.57,56969,AS4788,204.95.99.109,333,Unknown,MY,16,Kota Kinabalu,5.9749,116.0724,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-106.39.169.66-37783-443-6,SinkHoleMessage,1.31E+17,113.210.3.101,12959,AS9534,204.95.99.109,333,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-103.235.46.211-48275-443-6,SinkHoleMessage,1.31E+17,113.210.11.234,14207,AS9534,204.95.99.31,288,Unknown,MY,12,Kajang,2.9927,101.7909,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-104.119.40.238-35558-443-6,SinkHoleMessage,1.31E+17,113.210.138.92,33431,AS9534,204.95.99.86,2164,Unknown,MY,12,Petaling Jaya,3.0833,101.65,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-66.102.255.40-44176-80-6,SinkHoleMessage,1.31E+17,120.140.84.186,54088,AS38322,204.95.99.31,105,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
172.217.12.131-10.42.0.151-443-56416-6,SinkHoleMessage,1.31E+17,118.101.200.109,22532,AS4788,204.95.99.109,88,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.1-10.42.0.42-53-8444-17,SinkHoleMessage,1.31E+17,210.186.150.18,19753,AS4788,204.95.99.109,2233,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-72.21.206.121-37710-443-6,SinkHoleMessage,1.31E+17,183.171.162.155,8256,AS10030,204.95.99.31,83,Unknown,MY,,,2.5,112.5,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
172.217.12.206-10.42.0.42-443-42098-6,SinkHoleMessage,1.31E+17,112.137.166.38,29337,AS17971,204.95.99.26,1199,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.1-10.42.0.42-53-2871-17,SinkHoleMessage,1.31E+17,124.13.70.51,52840,AS4788,204.95.99.109,1604,Unknown,MY,3,Kota Bharu,6.1333,102.2386,0,0,"lv|'|'|eE14XzYxRDAzNQ==|'|'|SERVER1-PC|'|'|SERVER1|'|'|2014-03-31|'|'||'|'|Win 7 Ultimate SP1 x86|'|'|No|'|'|0.6.4|'|'|..|'|'|V2F0Y2ggVGVlbmFnZSBNdXRhbnQgTmluamEgVHVydGxlcyBvbmxpbmUgLSBXYXRjaCBNb3ZpZXMgT25saW5lLCBGdWxsIE1vdmllcywgRG93bmxvYWQgTW92aWUyay50byBNb3ZpZTRrLnRvIC0gR29vZ2xlIENocm9tZQ==|'|'|2b3328e57676df442688f81f9824276a,5546459fd68bf16831797d2aa2e7d569,f8c065f4e758233f0d12dc9b8cf7a2ce,[endof]",WORMS
10.42.0.151-10.42.0.1-27057-53-17,SinkHoleMessage,1.31E+17,1.9.103.40,16633,AS4788,204.95.99.26,99,Unknown,MY,4,Melaka,2.196,102.2405,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-123.125.104.197-35494-80-6,SinkHoleMessage,1.31E+17,103.244.49.71,22700,AS132514,204.95.99.109,88,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.211-10.42.0.1-50878-53-17,SinkHoleMessage,1.31E+17,175.139.64.254,50158,AS4788,204.95.99.130,1408,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,lv0njxq80alhazmi_60ACB0E10njxq80USER-PC0njxq80user0njxq800njxq80WIN_7 X64 SP10njxq800.4d0njxq80N0njxq80--,WORMS
203.205.179.170-10.42.0.211-80-50103-6,SinkHoleMessage,1.31E+17,180.75.71.81,51809,AS38322,204.95.99.31,2288,Unknown,MY,7,Kampar,4.3,101.15,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.1-10.42.0.42-53-8170-17,SinkHoleMessage,1.31E+17,203.217.176.55,58641,AS17564,204.95.99.109,7777,Unknown,MY,17,Putrajaya,2.9431,101.6994,0,0,POST /ready HTTP/1.1,RECONNAISSANCE
10.42.0.211-10.42.0.1-62088-53-17,SinkHoleMessage,1.31E+17,175.144.109.11,52494,AS4788,204.95.99.109,246,Unknown,MY,7,Ipoh,4.5841,101.0829,0,0,32|,RECONNAISSANCE
172.217.12.163-10.42.0.211-443-36225-6,SinkHoleMessage,1.31E+17,1.9.103.178,1365,AS4788,204.95.99.31,288,Unknown,MY,4,Melaka,2.196,102.2405,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
172.217.6.202-10.42.0.151-443-54423-6,SinkHoleMessage,1.31E+17,113.210.131.157,45851,AS9534,204.95.99.31,2288,Unknown,MY,12,Shah Alam,3.0833,101.5333,0,0,POST /is-ready HTTP/1.1,WORMS
174.35.73.199-10.42.0.211-443-54744-6,SinkHoleMessage,1.31E+17,14.192.210.185,2856,AS9534,204.95.99.31,1920,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
208.80.154.224-10.42.0.211-80-38795-6,SinkHoleMessage,1.31E+17,1.9.99.181,9476,AS4788,204.95.99.109,1998,Unknown,MY,6,Kuantan,3.8077,103.326,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.151-10.42.0.1-55314-53-17,SinkHoleMessage,1.31E+17,113.210.8.26,14122,AS9534,204.95.99.109,88,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-10.42.0.1-45002-5351-17,SinkHoleMessage,1.31E+17,219.92.235.57,42809,AS4788,204.95.99.100,4040,Unknown,MY,12,Kajang,2.9927,101.7909,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.211-64.71.142.95-57973-443-6,SinkHoleMessage,1.31E+17,175.137.208.207,50562,AS4788,204.95.99.26,99,Unknown,MY,7,Ipoh,4.5841,101.0829,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
172.217.11.14-10.42.0.211-443-46273-6,SinkHoleMessage,1.31E+17,118.101.164.146,54789,AS4788,204.95.99.26,107,Unknown,MY,1,Skudai,1.5333,103.6667,0,0,POST /is-ready HTTP/1.1,WORMS
220.181.7.190-10.42.0.211-443-33547-6,SinkHoleMessage,1.31E+17,175.145.41.229,1441,AS4788,204.95.99.26,99,Unknown,MY,12,Puchong,3.0167,101.6167,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-10.42.0.1-3296-53-17,SinkHoleMessage,1.31E+17,175.142.109.125,52013,AS4788,204.95.99.31,288,Unknown,MY,1,Kulai,1.6561,103.6032,0,0,POST /is-ready HTTP/1.1,DDOS
192.229.173.173-10.42.0.211-443-37594-6,SinkHoleMessage,1.31E+17,202.188.84.116,51185,AS4788,204.95.99.109,8899,Unknown,MY,12,Shah Alam,3.0833,101.5333,0,0,lv0njxq80Welcome_6EB2BC9E0njxq80JOS-PC0njxq80Kenny0njxq800njxq80WIN_7 X64 SP10njxq800.4d0njxq80N0njxq80--,WORMS
10.42.0.211-59.38.112.48-33606-443-6,SinkHoleMessage,1.31E+17,203.106.159.170,7800,AS4788,204.95.99.86,999,Unknown,MY,4,Melaka,2.196,102.2405,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.10.3-10.42.0.151-443-53825-6,SinkHoleMessage,1.31E+17,113.23.138.145,55707,AS38182,204.95.99.109,95,Unknown,MY,1,Segamat,2.5148,102.8158,0,0,lv||UsbV_281394CC||DELL-PC/Mr.VONG RATANAKVISAL||MY||WIN_8 X64||5||avast! Antivirus||,RECONNAISSANCE
220.181.7.190-10.42.0.211-443-39584-6,SinkHoleMessage,1.31E+17,113.210.8.64,64468,AS9534,204.95.99.109,95,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,lv||UsbV_9E2DE962||YAOHSIANG-PC/Yao Hsiang||MY||WIN_7 X64||5||No-AntiVirus||BitTorrent tracker RuTracker.org (ex torrents.ru) - Google Chrome,WORMS
199.16.156.11-10.42.0.151-443-39011-6,SinkHoleMessage,1.31E+17,175.142.114.95,53573,AS4788,204.95.99.26,5555,Unknown,MY,9,Penang,5.4112,100.3354,0,0,302,WORMS
172.217.12.170-10.42.0.211-443-55609-6,SinkHoleMessage,1.31E+17,219.92.249.167,56160,AS4788,204.95.99.109,102,Unknown,MY,1,Johor Bahru,1.4655,103.7578,0,0,POST /is-ready HTTP/1.1,WORMS
180.149.135.239-10.42.0.211-80-42495-6,SinkHoleMessage,1.31E+17,175.136.207.44,58191,AS4788,204.95.99.109,1888,Unknown,MY,12,Seri Kembangan,3.0333,101.7167,0,0,lv0njxq80D.H_F16_8640CA540njxq80ROSNANI-WIN70njxq80ROSNANI0njxq800njxq80WIN_7 X64 SP10njxq800.4d0njxq80N0njxq80--,WORMS
10.42.0.211-47.89.67.245-46372-443-6,SinkHoleMessage,1.31E+17,210.195.121.234,61848,AS4788,204.95.99.31,1888,Unknown,MY,12,Petaling Jaya,3.0833,101.65,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.11.3-10.42.0.42-80-34957-6,SinkHoleMessage,1.31E+17,60.50.240.82,23061,AS4788,204.95.99.31,288,Unknown,MY,6,Kuantan,3.8077,103.326,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.151-121.12.98.63-48169-80-6,SinkHoleMessage,1.31E+17,203.106.159.83,16538,AS4788,204.95.99.109,81,Unknown,MY,5,Seremban,2.7297,101.9381,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.151-10.42.0.1-35087-53-17,SinkHoleMessage,1.31E+17,119.40.112.36,21356,AS38868,204.95.99.109,1122,Unknown,MY,12,Selangor,3.35,101.25,0,0,POST /is-ready HTTP/1.1,DDOS
10.42.0.211-66.198.24.225-51705-80-6,SinkHoleMessage,1.31E+17,203.106.152.138,8116,AS4788,204.95.99.109,88,Unknown,MY,7,Ipoh,4.5841,101.0829,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.211-103.235.46.212-57716-80-6,SinkHoleMessage,1.31E+17,113.210.129.153,39636,AS9534,204.95.99.109,88,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
182.254.5.234-10.42.0.151-80-39059-6,SinkHoleMessage,1.31E+17,112.137.166.36,2446,AS17971,204.95.99.109,2233,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-31.13.69.197-43501-443-6,SinkHoleMessage,1.31E+17,110.159.36.76,1994,AS4788,204.95.99.109,7777,Unknown,MY,5,Bahau,2.8079,102.4049,0,0,POST /ready HTTP/1.1,WORMS
10.42.0.211-10.42.0.1-51104-53-17,SinkHoleMessage,1.31E+17,149.129.30.95,52023,AS9930,204.95.99.86,1176,Unknown,MY,,,2.5,112.5,0,0,POST /is-ready HTTP/1.1,DDOS
239.255.255.250-10.42.0.1-1900-38859-17,SinkHoleMessage,1.31E+17,175.143.89.96,52315,AS4788,204.95.99.109,85,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,lv||Victim_DE762397||GP-PC-5000001/smsayed||unknown||WIN_7 X64||2.5||Microsoft Forefront Endpoint Protection||,WORMS
180.163.15.184-10.42.0.151-80-33233-6,SinkHoleMessage,1.31E+17,101.109.247.70,55433,AS23969,204.95.99.109,1337,Unknown,MY,1,Johor Bahru,1.4655,103.7578,0,0,DMIQHPb}tawNU2/3NknayOgmhmjt{peqaq@VJM*EML\\FJ8ST,DDOS
10.42.0.211-98.139.180.180-56621-443-6,SinkHoleMessage,1.31E+17,210.186.251.55,65319,AS4788,204.95.99.109,102,Unknown,MY,12,Puchong,3.0167,101.6167,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.6.238-10.42.0.151-443-47533-6,SinkHoleMessage,1.31E+17,202.75.4.127,51425,AS17564,204.95.99.31,1920,Unknown,MY,17,Putrajaya,2.9431,101.6994,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-23.206.166.62-57616-80-6,SinkHoleMessage,1.31E+17,60.54.84.245,12460,AS4788,204.95.99.86,991,Unknown,MY,4,Melaka,2.196,102.2405,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.10.142-10.42.0.151-443-36790-6,SinkHoleMessage,1.31E+17,112.137.166.41,24356,AS17971,204.95.99.109,88,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-64.71.142.120-36092-443-6,SinkHoleMessage,1.31E+17,210.186.59.112,3785,AS4788,204.95.99.109,333,Unknown,MY,11,Kuching,1.55,110.3333,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.211-23.194.181.103-37339-443-6,SinkHoleMessage,1.31E+17,175.138.131.134,58600,AS4788,204.95.99.109,1122,Unknown,MY,1,Johor Bahru,1.4655,103.7578,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.151-23.217.155.120-53041-80-6,SinkHoleMessage,1.31E+17,202.188.143.210,64757,AS4788,204.95.99.86,1888,Unknown,MY,12,Seri Kembangan,3.0333,101.7167,0,0,lv0njxq80Mared\AAKUL-ENGPC0622\airasiaengineering_543ECAEE0njxq80MYS0njxq80WIN_7 X86 SP10njxq800.3.20njxq80Y0njxq80AXM A318/A319/A320/A321 - Selected effectivity: 115-115 - Document AMM - ADOC N@vigator V 2.8.6 - Windows Internet Explorer,RECONNAISSANCE
10.42.0.211-108.168.176.253-54846-5222-6,SinkHoleMessage,1.31E+17,175.145.232.178,24107,AS4788,204.95.99.26,1177,Unknown,MY,9,Penang,5.4112,100.3354,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.151-10.42.0.1-28594-53-17,SinkHoleMessage,1.31E+17,1.9.36.148,54038,AS4788,204.95.99.109,81,Unknown,MY,12,Petaling,3.0833,101.6667,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.211-10.42.0.1-44952-53-17,SinkHoleMessage,1.31E+17,1.9.206.86,54996,AS4788,204.95.99.86,1873,Unknown,MY,9,Penang,5.4112,100.3354,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-77.234.44.42-43283-80-6,SinkHoleMessage,1.31E+17,175.139.129.81,64147,AS4788,204.95.99.31,288,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.151-10.42.0.1-27718-53-17,SinkHoleMessage,1.31E+17,115.134.39.91,50795,AS4788,204.95.99.86,1644,Unknown,MY,1,Batu Pahat,1.8548,102.9325,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.151-13.93.152.202-47139-443-6,SinkHoleMessage,1.31E+17,1.9.99.241,8020,AS4788,204.95.99.109,88,Unknown,MY,6,Kuantan,3.8077,103.326,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.211-106.39.169.66-32949-443-6,SinkHoleMessage,1.31E+17,120.141.227.235,51460,AS38322,204.95.99.31,288,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,DDOS
10.42.0.211-77.234.44.200-46608-80-6,SinkHoleMessage,1.31E+17,203.106.148.53,10794,AS4788,204.95.99.86,1336,Unknown,MY,9,Penang,5.4112,100.3354,0,0,POST /is-ready HTTP/1.1,DDOS
203.205.158.62-10.42.0.211-80-33407-6,SinkHoleMessage,1.31E+17,124.13.70.51,52841,AS4788,204.95.99.109,1890,Unknown,MY,3,Kota Bharu,6.1333,102.2386,0,0,382,DDOS
